loan_id,customer_id,branch_id,loan_type,loan_amount,approved_amount,outstanding_balance,interest_rate,term_months,start_date,end_date,monthly_payment,loan_status,collateral_type,purpose,days_past_due,num_missed_payments,credit_score_at_origination,approved_by
LOAN001630,CUST001923,BR043,Student,37386.31,36573.86,19020.48,3.846,36.0,04/07/2015,2018-03-22,1038.51,Defaulted,property,Medical,178.0,1.0,447.0,Carol Stewart
LOAN001631,CUST002065,BR015,Home Equity,USD 84748.78,75063.19,49793.58,17.836,,"January 22, 2017",NULL,1008.91,Defaulted,property,Medical,47.0,24.0,750.0,Robert Johnson
LOAN001632,CUST000757,BR012,Student,51683.55,USD 46882.87,38426.16,16.698,180.0,06/13/2018,2033-03-26,287.13,Active,None,Debt consolidation,0.0,,814.0,Nicole Ramsey
LOAN001633,CUST002398,BR012,Home Equity,68581.14,56763.95,19590.55,10.808,120.0,"October 12, 2021",21/08/2031,571.51,In Progress,none,Travel,0.0,0.0,434.0,Cheryl Braun
LOAN001634,CUST003088,BR027,Student,25446.49,20775.26,9519.57,15.905,12.0,17-10-06,99/99/9999,2120.54,Delinquent,None,Wedding,143.0,3.0,641.0,Robert Martinez
LOAN001635,CUST003784,BR047,Student,14750.86,11835.12,11896.82,2.813,60.0,21-08-27,26-08-01,245.85,Bad Debt,property,Debt consolidation,98.0,4.0,716.0,
LOAN001636,CUST003077,BR019,Personal,55302.99,53366.79,49918.94,13.23,24.0,19/09/2020,"September 09, 2022",2304.29,Delinquent,Property,Travel,99.0,23.0,550.0,Jennifer Shaffer
LOAN001637,CUST002955,BR030,Student,97353.55,97207.72,84735.68,16.991,240.0,09/29/2015,35-06-16,405.64,Defaulted,N/A,Medical,223.0,2.0,610.0,Courtney Barnes
LOAN001638,CUST000829,BR048,Student,16534.74,14681.64,15770.65,12.431,24.0,05/10/2018,"September 24, 2020",$688.95,open,Property,Vehicle purchase,0.0,0.0,614.0,Lori Johnson
LOAN001639,CUST004450,BR025,Mortgage,21808.14,USD 21385.84,,12.635,48.0,2020-10-10,19/09/2024,454.34,late,property,Education,36.0,1.0,523.0,Carrie Miller
LOAN001640,CUST002869,BR034,Personal,68848.55,56060.61,,3.501,,"April 26, 2010",2013-04-10,1912.46,Delinquent,,Emergency,65.0,14.0,371.0,
LOAN001641,CUST001995,,Personal,,4252.19,1820.36,15.824,180.0,09-07-2019,2034-04-21,25.4,paid,PROPERTY,Travel,,,823.0,Lisa Patel
LOAN001642,CUST002846,BR015,Auto,31122.93,"$27,952.17",766.04,15.696,60.0,25-06-2016,05/30/2021,518.72,Delinquent,Stocks,Education,211.0,6.0,824.0,Lisa Miller
LOAN001643,CUST003999,BR013,Mortgage,75138.16,62935.32,3253.2,4.237,60.0,"November 08, 2017",10/13/2022,1252.3,Charged Off,Savings,Education,260.0,6.0,503.0,
LOAN001644,CUST000288,BR009,Personal,38467.95,"34524,12643230822",18850.77,16.372,36.0,,11/05/2018,1068.55,Paid Off,Savings,Debt consolidation,0.0,0.0,843.0,Edward Orozco
LOAN001645,CUST004217,BR047,Student,10959.54,10259.11,9873.38,10.635,48.0,2014-03-24,"March 03, 2018",228.32,Paid Off,None,Home improvement,,,478.0,
LOAN001646,CUST003741,BR019,Mortgage,1918.26,1541.1,768.13,6.378,60.0,01-01-2010,"December 06, 2014",,Defaulted,PROPERTY,Emergency,60.0,12.0,709.0,Rachel Flores
LOAN001647,CUST002723,BR026,Mortgage,,4858.71,3190.1,5.312,180.0,23-05-22,2038-03-04,,Defaulted,PROPERTY,Medical,34.0,21.0,748.0,Ronald Joyce
LOAN001648,CUST004372,BR029,Home Equity,52924.92,50757.51,,7.252,36.0,16/03/2015,02/28/2018,1470.14,Delinquent,property,Business expansion,61.0,11.0,355.0,Virginia Roy
LOAN001649,CUST004737,BR006,Personal,16560.3,14310.71,12195.59,6.083,60.0,26/04/2011,99/99/9999,276.0,active,property,Education,0.0,,659.0,Amy Pitts
LOAN001650,CUST003271,BR028,Business,64237.34,54171.57,3668772.0,15.592,,99/99/9999,99/99/9999,267.66,ACTIVE,none,Wedding,0.0,,586.0,Morgan Randolph
LOAN001651,CUST001969,BR043,Student,23491.93,19322.73,18536.78,17.158,120.0,"November 07, 2015",2025-09-15,195.77,Delinquent,property,,4.0,22.0,529.0,Jose Kidd
LOAN001652,CUST001693,,Student,39591.99,35393.65,29628.94,4.84,24.0,"January 05, 2012",12/25/2013,1649.67,Defaulted,Savings,Vehicle purchase,320.0,12.0,753.0,
LOAN001653,CUST001768,BR047,Auto,6269.07,5053.81,4193.14,8.707,240.0,23/10/2017,2037-07-10,26.12,charged off,,Emergency,80.0,17.0,788.0,
LOAN001654,CUST004986,BR003,Mortgage,36678.05,35146.66,22878.24,7.307,36.0,05/01/2016,16/04/2019,1018.83,Defaulted,Property,Travel,61.0,10.0,771.0,Heather Diaz
LOAN001655,CUST003029,BR012,Auto,42379.89,39514.02,38357.26,3.701,24.0,99/99/9999,07-05-2015,1765.83,Past Due,Stocks,Travel,8.0,21.0,363.0,Sarah Reese
LOAN001656,CUST001469,BR042,Mortgage,27597.98,24262.94,26111.95,12.604,360.0,18-10-17,2048-05-12,76.66,ACTIVE,Stocks,Home improvement,0.0,0.0,776.0,
LOAN001657,CUST003598,BR025,Home Equity,63372.21,51126.83,59703.57,15.036,12.0,2016-06-10,05/06/2017,5281.02,Paid Off,N/A,Vehicle purchase,,,424.0,Jason Rios
LOAN001658,CUST002725,BR012,Auto,20974.67,18421.16,,4.186,,99/99/9999,30/01/2017,24970.0,Open,Property,Home improvement,0.0,0.0,,
LOAN001659,CUST001320,BR038,Mortgage,19114.57,17462.4,7848.73,13.378,60.0,2012-12-08,"November 12, 2017",318.58,Delinquent,None,Wedding,20.0,3.0,472.0,Brandon Cox
LOAN001660,CUST000487,BR002,Auto,32141.35,27221.74,4971.55,,180.0,09-08-2010,05/22/2025,178.56,Defaulted,,Debt consolidation,91.0,4.0,300.0,Ronald Kim
LOAN001661,CUST001513,BR009,Auto,,56936.98,41921.57,3.294,180.0,,2036-05-05,375.28,Defaulted,Property,Emergency,111.0,9.0,774.0,
LOAN001662,CUST003649,BR012,Home Equity,21477.55,18973.76,,14.969,48.0,"August 31, 2015",10/08/2019,447.45,closed,Savings,,,,339.0,Maria Carr
LOAN001663,CUST001997,BR009,Business,42908.15,36463.1,32596.52,11.094,240.0,17-10-25,37-07-12,178.78,Defaulted,Vehicle,Debt consolidation,309.0,19.0,446.0,David Banks
LOAN001664,CUST000179,BR025,Mortgage,53188.91,43525.81,20816.53,,180.0,07/08/2016,31-04-21,295.49,defaulted,PROPERTY,,63.0,21.0,820.0,Chelsea Huber MD
LOAN001665,CUST000664,BR014,Home Equity,"73687,84",68546.99,42502.16,13.689,120.0,20-09-15,25/07/2030,614.07,active,Stocks,Medical,,0.0,349.0,Marilyn Pierce
LOAN001666,CUST000547,BR033,Auto,8248.7,7465.58,3772.82,17.532,60.0,07/08/2013,12/07/2018,137.48,Paid Off,None,Medical,0.0,0.0,344.0,Julie Hart
LOAN001667,CUST003158,BR048,Auto,24773.24,20957.9,"$18,752.34",16.827,,2017-08-17,30-05-2032,137.63,Active,,Business expansion,0.0,,626.0,Anna Ortiz
LOAN001668,CUST001344,BR026,Business,63382.29,"59188,01376901936",874654.9999999999,10.326,36.0,2019-06-26,2022-06-10,1760.62,Past Due,none,Medical,326.0,5.0,430.0,Meghan David
LOAN001669,CUST001842,BR032,Personal,14717.99,13067.34,1931.52,,360.0,"December 05, 2012",01-07-2042,USD 40.88,Completed,N/A,Debt consolidation,,0.0,395.0,Christopher Morales
LOAN001670,CUST002200,BR050,Home Equity,66636.58,53640.64,,5.547,360.0,11-02-09,"September 04, 2040",185.1,Defaulted,property,Home improvement,210.0,21.0,529.0,Scott Porter
LOAN001671,CUST002478,BR024,Auto,74320.42,62790.29,50057.95,12.318,,27-10-2013,"October 22, 2014",,Completed,none,Home improvement,0.0,,576.0,Jonathan Lopez
LOAN001672,CUST001201,BR029,home equity,63705.36,56642.79,43259.24,16.577,180.0,09/18/2021,01/07/2036,353.92,Closed,Property,Travel,0.0,0.0,773.0,
LOAN001673,CUST003719,BR049,Personal,21155.53,20174.94,8828.19,9.066,,05-11-2021,15-10-2025,440.74,paid,Vehicle,Debt consolidation,0.0,,443.0,Patrick Warner
LOAN001674,CUST001588,BR044,Business,39675.62,36901.34,,3.928,84.0,12-02-02,27-12-2018,472.33,Delinquent,Vehicle,Medical,188.0,12.0,788.0,Mark Kane
LOAN001675,CUST000085,,Business,47964.95,40080.57,15811.24,9.353,240.0,15/06/2018,03/02/2038,$199.85,Active,none,Emergency,0.0,,528.0,Donna Suarez
LOAN001676,CUST004743,BR014,Mortgage,48540.03,47997.28,32303.66,14.663,180.0,13-07-12,2028-04-24,269.67,DEFAULT,None,,247.0,15.0,354.0,
LOAN001677,CUST001545,BR026,Business,22564.29,20960.16,,6.659,84.0,13-10-17,10-09-2020,268.62,Delinquent,Savings,Travel,164.0,14.0,591.0,Casey Hernandez
LOAN001678,CUST003883,BR034,Mortgage,50408.6,43053.68,12153.18,11.147,,"November 05, 2019",20-10-30,4200.72,open,none,Education,,,788.0,John Wang
LOAN001679,CUST004873,BR032,Business,,52348.13,57125.18,8.627,48.0,2016-03-10,99/99/9999,"$1,264.18",Paid Off,Savings,Home improvement,,,792.0,Shelly Hill
LOAN001680,CUST004396,BR018,Mortgage,62251.13,56388.75,28574.89,7.137,60.0,,24-11-24,1037.52,delinquent,,Medical,207.0,15.0,721.0,George Wallace
LOAN001681,CUST000529,BR004,Auto,36130.96,30707.93,"$15,422.78",11.71,48.0,"April 24, 2020",04/03/2024,752.73,Paid Off,Savings,Debt consolidation,,,365.0,Adriana Thompson
LOAN001682,CUST002497,BR044,Auto,13009.58,12167.15,7057.86,5.913,60.0,"February 01, 2018",23-01-06,216.83,DEFAULT,,Wedding,85.0,5.0,388.0,Tonya Franklin
LOAN001683,CUST003664,BR028,Auto,31025.58,29876.81,16001.76,11.51,120.0,26/05/2021,2031-04-04,258.55,Paid Off,,Business expansion,0.0,,515.0,Leah Rivera
LOAN001684,CUST002468,BR047,Student,1000,818.14,879.31,9.361,180.0,04/18/2014,29-01-2029,5.56,Charged Off,property,,44.0,22.0,569.0,
LOAN001685,CUST004781,BR006,Personal,47191.99,45181.76,34769.51,6.306,48.0,2014-04-19,29/03/2018,983.17,Paid Off,property,Home improvement,0.0,0.0,703.0,Catherine Morse MD
LOAN001686,CUST000873,BR029,Mortgage,,19917.61,"18710,19",5.433,120.0,"October 30, 2020",2030-09-08,172.61,Active,Vehicle,Business expansion,,0.0,311.0,Scott Jones
LOAN001687,CUST001913,BR006,Personal,28504.01,25161.05,25408.76,8.727,12.0,13/10/2022,2023-10-08,2375.33,Paid Off,N/A,Wedding,,,819.0,Nicholas Garrett
LOAN001688,CUST001287,BR032,Auto,USD 20875.16,20803.04,4178.64,11.356,360.0,10/10/2012,06-05-2042,57.99,active,Vehicle,Medical,0.0,0.0,522.0,Kevin Donovan
LOAN001689,CUST003957,BR024,Business,75394.35,68840.22,21694.08,15.214,180.0,2016-10-02,31-07-16,418.86,Defaulted,PROPERTY,,206.0,12.0,556.0,Morgan Rasmussen
LOAN001690,CUST002134,BR045,Business,56881.7,50492.09,24943.71,14.758,360.0,23-05-20,2052-12-13,158.0,Defaulted,none,Travel,40.0,6.0,461.0,Jacob Taylor
LOAN001691,CUST000590,BR016,Business,USD 31312.16,30983.44,18674.69,5.496,24.0,14-11-28,NULL,1304.67,Paid Off,,Business expansion,,0.0,568.0,Frederick Jacobs
LOAN001692,CUST001694,BR012,Auto,64237.28,60228.75,33874.56,13.296,84.0,,05/13/2023,764.73,Paid Off,Vehicle,Debt consolidation,0.0,,,Jennifer Gates
LOAN001693,CUST004719,BR050,Student,54362.06,43988.76,32225.42,4.784,12.0,13-03-2020,2021-03-08,4530.17,Past Due,none,Travel,126.0,3.0,823.0,Mr. Aaron Joseph
LOAN001694,CUST003281,BR020,Personal,59229.03,52090.54,45676.01,6.594,240.0,2020-11-08,40-07-26,246.79,PAID OFF,Savings,Vehicle purchase,,,822.0,Anthony Reynolds
LOAN001695,CUST002963,BR022,Home Equity,2579852.0,20785.29,21630.99,8.726,36.0,10-02-05,20-01-2013,716.63,Paid Off,None,Debt consolidation,,,335.0,Christopher Clements
LOAN001696,CUST002881,BR031,Mortgage,98877.69,USD 82832.32,25378.48,13.783,120.0,"April 27, 2022",05/03/2032,82398.0,Delinquent,,Vehicle purchase,339.0,14.0,404.0,
LOAN001697,CUST004094,BR014,Personal,65683.86,54508.18,9917.58,8.785,240.0,19-07-2019,05-04-2039,273.68,Active,,Travel,,,692.0,Cheryl Perry
LOAN001698,CUST000456,BR030,Mortgage,31591.44,27849.03,12680.01,3.613,,08/05/2023,03/16/2033,263.26,Paid Off,Savings,Vehicle purchase,,0.0,660.0,Annette James
LOAN001699,CUST002103,BR015,Mortgage,58016.2,USD 55594.64,43865.02,5.413,180.0,99/99/9999,18/12/2029,322.31,Paid Off,None,Travel,,,383.0,Robert Warner
LOAN001700,CUST002433,BR027,Personal,USD 31636.46,26767.25,31056.87,13.655,240.0,05/24/2021,02/08/2041,131.82,Active,None,Home improvement,0.0,,,Rebecca Santana
LOAN001701,CUST004158,BR013,Business,63907.54,63341.5,32755.58,3.611,180.0,12/25/2017,2032-10-07,355.04,Active,Vehicle,Vehicle purchase,,,697.0,Jamie Logan
LOAN001702,CUST004007,BR007,Student,45382.57,38421.39,8294.42,7.754,24.0,17-05-2010,"May 06, 2012",USD 1890.94,Delinquent,Savings,Travel,186.0,23.0,319.0,Jesse Scott
LOAN001703,CUST000477,BR025,Mortgage,2166.71,1751.24,703.53,4.105,180.0,29/11/2018,"September 11, 2033",12.04,Completed,Property,Debt consolidation,0.0,,675.0,
LOAN001704,CUST004692,BR050,personal,22465.69,19668.07,17018.65,11.408,36.0,"October 12, 2012",27/09/2015,USD 624.05,Active,None,Home improvement,,0.0,385.0,Glen Mann
LOAN001705,CUST004211,BR045,Auto,,60361.97,,2.553,,2011-07-07,01-07-2012,616672.0,closed,Stocks,Debt consolidation,,,779.0,Angela Washington
LOAN001706,CUST000609,BR004,Student,11597.19,,6191.85,,24.0,"July 21, 2014",10/07/2016,483.22,Paid Off,,Education,,,709.0,Tammy Valdez
LOAN001707,CUST003374,,Business,39898.27,32788.42,32794.84,5.988,60.0,2022-05-07,04/11/2027,664.97,Defaulted,PROPERTY,Emergency,120.0,9.0,,Frank Morris
LOAN001708,CUST004955,BR048,Personal,72722.4,68334.78,28049.75,10.118,84.0,22-09-27,08/21/2029,865.74,Paid Off,none,Debt consolidation,,0.0,477.0,Sarah Owens
LOAN001709,CUST004310,BR028,Auto,64532.49,54493.11,15237.78,15.971,120.0,22-08-30,08/07/2032,537.77,Paid Off,property,Vehicle purchase,0.0,,833.0,Brandon Martin
LOAN001710,CUST003057,BR014,Auto,,25133.31,20962.56,5.939,12.0,2015-01-23,01/18/2016,2129.79,ACTIVE,Vehicle,Emergency,,0.0,444.0,Dana Pena
LOAN001711,CUST002014,BR028,Business,24473.45,22512.85,2014.37,11.292,180.0,2011-08-17,30/05/2026,135.96,Defaulted,Property,Education,288.0,15.0,447.0,
LOAN001712,CUST004914,BR011,Home Equity,2122.19,1970.1,1343.02,14.344,84.0,2016-12-10,04-11-2023,,Defaulted,PROPERTY,,354.0,17.0,428.0,
LOAN001713,,BR017,Business,55569.53,48760.48,13082.01,2.584,36.0,23-10-2019,07/10/2022,1543.6,Active,Property,Education,,0.0,730.0,David Diaz
LOAN001714,CUST003853,BR034,Personal,28817.34,23716.03,322.6,8.787,120.0,12-03-02,2022-01-09,240.14,Delinquent,Property,Business expansion,26.0,4.0,470.0,Jessica Gardner
LOAN001715,CUST002117,BR049,Auto,41608.38,36549.25,33145.4,9.076,120.0,2018-01-04,99/99/9999,USD 346.74,Paid Off,,Education,0.0,,812.0,Kevin Medina
LOAN001716,CUST004204,BR044,Home Equity,102278.78,,45616.36,14.651,48.0,04/12/2021,22/03/2025,2130.81,Delinquent,Vehicle,,157.0,3.0,413.0,Christina Collins
LOAN001717,CUST002482,BR029,Home Equity,38644.05,35865.55,2650.09,6.505,240.0,2013-06-25,03/12/2033,161.02,Delinquent,none,,72.0,10.0,,Michael Miller
LOAN001718,CUST003469,BR019,Business,52517.23,51936.82,635588.0,9.647,48.0,30/03/2023,2027-03-09,1094.11,Active,N/A,Vehicle purchase,0.0,0.0,358.0,Timothy Ortega
LOAN001719,CUST000679,BR016,Auto,,49327.06,57010.87,11.024,60.0,14/01/2022,19/12/2026,,Delinquent,Property,Medical,138.0,9.0,387.0,Ashley Henderson
LOAN001720,CUST004741,BR001,Mortgage,23546.18,22630.84,19341.37,7.376,84.0,15-06-16,10/05/2022,280.31,Paid Off,Savings,,,0.0,,John Hess
LOAN001721,CUST003727,BR021,Mortgage,29335.52,28012.1,18430.1,11.118,240.0,"August 28, 2011",2031-05-15,$122.23,Active,Stocks,Debt consolidation,,0.0,,
LOAN001722,CUST001771,BR015,Business,11382.07,USD 10746.79,683.7,14.5,360.0,2010-11-07,,31.62,Past Due,PROPERTY,Vehicle purchase,207.0,5.0,540.0,Nicholas Morris MD
LOAN001723,CUST004256,BR009,Mortgage,15882.14,13688.92,5280.11,9.54,180.0,"August 07, 2022",2037-05-20,88.23,Defaulted,Vehicle,Wedding,31.0,8.0,771.0,Angela Butler
LOAN001724,CUST001333,BR009,Personal,35333.8,29311.63,33180.44,3.636,48.0,"February 06, 2021",16/01/2025,736.12,Defaulted,,Medical,226.0,10.0,439.0,James Hammond
LOAN001725,CUST002384,BR018,Home Equity,30170.46,24525.73,12340.48,7.248,60.0,13/02/2011,18-01-2016,$502.84,Active,Stocks,Debt consolidation,0.0,,837.0,Taylor Pollard
LOAN001726,CUST001795,BR038,Auto,14737.16,13558.97,189.18,,24.0,02/17/2012,2014-02-06,614.05,Defaulted,Savings,Business expansion,201.0,9.0,,Melissa Mullins
LOAN001727,CUST001525,BR049,Personal,25934.61,25304.12,11275.31,6.883,120.0,17-07-28,27-06-06,216.12,Delinquent,Vehicle,Wedding,290.0,3.0,323.0,Justin Reynolds
LOAN001728,CUST000419,BR019,Mortgage,"$8,677.11",8023.44,7829.95,12.276,,2019-04-15,34-01-26,48.21,Active,none,Vehicle purchase,,,,Matthew Leach
LOAN001729,CUST003882,BR001,Student,23127.48,21514.59,"$6,267.17",13.768,180.0,99/99/9999,26-12-2025,128.49,Delinquent,Savings,Business expansion,281.0,14.0,661.0,Ian Wilson
LOAN001730,CUST000145,BR044,personal,58651.57,USD 56594.00,8831.94,10.841,120.0,"May 24, 2018",04/01/2028,488.76,active,N/A,Home improvement,,,,John Sanchez
LOAN001731,CUST000578,BR007,Personal,USD 50118.70,,34318.38,14.139,36.0,,NULL,1392.19,PAST DUE,None,Emergency,364.0,4.0,616.0,Denise Perez
LOAN001732,CUST003717,BR041,Personal,29686.43,27590.04,8470.34,5.579,60.0,11/17/2020,22/10/2025,,Active,property,Wedding,0.0,0.0,494.0,Michael Hutchinson
LOAN001733,CUST002389,BR002,Student,6382.9,6337.77,2366.39,3.832,360.0,04/15/2019,08-11-2048,17.73,paid,property,Debt consolidation,,0.0,822.0,Jason Phelps
LOAN001734,CUST002973,BR030,Student,65798.71,58383.56,54702.64,14.431,36.0,10-10-27,2013-10-11,1827.74,defaulted,Property,Debt consolidation,25.0,9.0,477.0,Jeanette Jones
LOAN001735,CUST002291,BR003,home equity,34466.89,,23788.22,,36.0,19-04-21,05/04/2022,957.41,Defaulted,property,Travel,197.0,2.0,389.0,Diana Gomez
LOAN001736,CUST000191,BR029,Home Equity,USD 57083.06,,41173.33,9.367,84.0,2020-10-26,2027-09-20,679.56,Active,,Wedding,0.0,,745.0,
LOAN001737,CUST004734,BR027,student,9095.37,8036.26,829.77,9.752,120.0,14-08-10,18/06/2024,75.79,Active,Savings,Travel,,0.0,512.0,Brandi Williams
LOAN001738,CUST000039,BR024,Student,58730.67,51187.74,16258.93,4.813,60.0,"December 10, 2021",14/11/2026,978.84,Paid Off,Savings,Wedding,0.0,,621.0,David Hubbard
LOAN001739,CUST003560,BR001,Student,"$5,346.01",5180.46,2181.65,11.585,180.0,24-08-2015,,29.7,Paid Off,,Vehicle purchase,0.0,0.0,382.0,Allen Jones
LOAN001740,CUST000234,BR007,Mortgage,33625.18,28583.47,22276.91,14.634,36.0,10-02-04,13-01-19,934.03,Delinquent,N/A,Home improvement,89.0,24.0,,Christopher Bell
LOAN001741,CUST001310,BR002,mortgage,17599.13,15581.1,12792.79,14.981,120.0,15-09-25,2025-08-03,146.66,DEFAULTED,N/A,Education,173.0,3.0,331.0,Richard Moon
LOAN001742,,BR044,Business,24140.54,20394.22,2654.24,3.679,12.0,23-12-2011,17-12-2012,2011.71,charged off,None,,149.0,6.0,758.0,Mr. Douglas Gonzales
LOAN001743,CUST000109,BR050,Mortgage,24867.79,20604.09,23324.43,,,12/22/2018,12/01/2022,518.08,DELINQUENT,PROPERTY,Medical,333.0,7.0,315.0,Kelly Gillespie
LOAN001744,CUST002181,BR050,Personal,12266.46,10562.35,6986.02,12.509,12.0,18/09/2020,13-09-2021,1022.2,Delinquent,N/A,Education,344.0,9.0,742.0,Thomas Lewis
LOAN001745,CUST000078,BR048,Auto,23378.03,19757.76,USD 7778.62,17.381,360.0,"April 06, 2016",,64.94,Delinquent,Stocks,Education,188.0,11.0,740.0,James Manning
LOAN001746,CUST003445,BR038,Business,"$36,223.52",34187.33,537.14,,180.0,01/10/2020,23-10-2034,201.24,Default,,Travel,27.0,24.0,566.0,Patrick Gray
LOAN001747,CUST002465,BR034,Business,38953.54,31743.22,6415.52,2.78,240.0,99/99/9999,07/03/2033,162.31,DEFAULTED,property,Vehicle purchase,300.0,16.0,799.0,Crystal Harmon
LOAN001748,CUST004248,BR039,Personal,"37206,01",USD 31801.45,26935.25,16.213,60.0,"December 30, 2016","December 04, 2021",620.1,Active,property,Education,,0.0,754.0,Jerome Singh
LOAN001749,CUST000943,BR006,Student,USD 57284.29,52404.65,26557.74,16.305,48.0,23/09/2012,"September 02, 2016",1193.42,Defaulted,none,Education,61.0,13.0,,Tiffany Leach
LOAN001750,CUST003054,BR049,Home Equity,46694.7,41822.49,46245.39,10.125,240.0,"January 10, 2019",27/09/2038,194.56,Active,N/A,Debt consolidation,0.0,0.0,462.0,Anthony Williams
LOAN001751,CUST000206,BR033,Auto,"$48,242.80",41010.64,19635.13,7.476,84.0,16/01/2020,10-12-2026,574.32,Active,Vehicle,Business expansion,,0.0,671.0,Michael Arnold
LOAN001752,CUST000471,BR007,Auto,63993.53,55311.93,62363.52,4.945,24.0,06/08/2010,,"$2,666.40",Defaulted,Property,Education,365.0,24.0,483.0,
LOAN001753,CUST003905,BR007,Business,38279.77,37789.91,28300.54,3.313,24.0,"August 09, 2022",29/07/2024,1594.99,Late,Savings,Education,306.0,14.0,542.0,
LOAN001754,CUST002455,BR019,Mortgage,105227.21,86206.72,55946.03,8.736,24.0,2023-03-17,06-03-2025,4384.47,Completed,None,,,0.0,431.0,Mark Cain
LOAN001755,CUST002658,BR007,Student,54426.85,47666.33,USD 15709.47,9.736,24.0,14-02-15,16-02-05,2267.79,ACTIVE,property,Vehicle purchase,,,406.0,Martha Anderson DVM
LOAN001756,CUST001953,BR013,Auto,26511.02,"$25,201.10",20867.33,7.44,24.0,13/10/2017,19-10-03,1104.63,Current,PROPERTY,Home improvement,,,353.0,Todd Shah
LOAN001757,CUST000918,BR034,Personal,41979.84,38669.82,8002.37,9.515,180.0,15-01-2016,30-10-28,USD 233.22,Defaulted,,Education,124.0,6.0,831.0,Michael Kelly
LOAN001758,CUST000194,BR028,Personal,64706.11,53937.32,32373.89,15.683,360.0,30/07/2018,2048-02-23,179.74,Defaulted,N/A,Debt consolidation,298.0,10.0,477.0,Lisa Hamilton
LOAN001759,CUST003585,BR021,Mortgage,"$4,955.36",4892.83,"$4,475.75",4.87,120.0,15-11-02,10-09-2025,41.29,Past Due,Savings,Wedding,245.0,11.0,585.0,Kimberly Haney
LOAN001760,,BR022,Business,13167.99,11972.52,5862.5,,84.0,01-09-2016,27-07-2023,"156,76",Active,Savings,Emergency,,0.0,570.0,Eric Baker
LOAN001761,CUST002979,,Home Equity,"$34,401.65",31550.91,20946.87,9.556,12.0,30/12/2016,12/25/2017,2866.8,Active,,Medical,0.0,,374.0,Christie Mercado
LOAN001762,CUST002372,BR019,Personal,35948.37,31521.82,6137.87,3.918,12.0,14-08-25,"August 20, 2015",2995.7,ACTIVE,PROPERTY,Education,0.0,0.0,658.0,John Wolfe
LOAN001763,CUST001150,BR036,Student,20637.33,19381.73,3813.66,13.782,180.0,23/12/2018,05-10-2033,,Active,property,Medical,,,631.0,Dawn Miller
LOAN001764,CUST003845,BR043,Home Equity,35827.04,31226.31,24441.85,4.819,24.0,11-06-2017,19-06-01,1492.79,Delinquent,PROPERTY,Emergency,284.0,17.0,433.0,Jennifer Flores
LOAN001765,CUST004739,BR001,Mortgage,44872.12,42586.15,34061.53,6.886,36.0,15/12/2020,30/11/2023,1246.45,Defaulted,Vehicle,,256.0,17.0,420.0,Jennifer Mccall
LOAN001766,CUST001332,BR043,Auto,"$2,559.37",2250.1,,6.917,84.0,2020-11-01,26/09/2027,30.47,Delinquent,,Education,312.0,15.0,602.0,Gabriel Combs
LOAN001767,CUST004330,BR003,Home Equity,91065.97,81967.66,56360.83,11.378,180.0,26-12-2012,,505.92,PAST DUE,N/A,Emergency,359.0,5.0,355.0,Jennifer Smith
LOAN001768,CUST004968,BR048,Home Equity,40610.44,39373.13,22740.54,15.189,36.0,03/11/2023,02/23/2026,1128.07,DEFAULT,None,Medical,246.0,16.0,693.0,Alex Maynard
LOAN001769,CUST000250,BR023,Auto,10214.66,8668.21,1540.39,6.906,84.0,01/06/2020,30/11/2026,,charged off,Stocks,Business expansion,129.0,21.0,432.0,Nathan Calderon
LOAN001770,CUST001716,BR027,student,57850.12,50894.4,29195.23,10.971,240.0,09/09/2012,27/05/2032,241.04,Default,Vehicle,Emergency,287.0,15.0,309.0,Jennifer Escobar
